artist,album,track_name,energy,valence,danceability,speechiness,acousticness,popularity,duration
Feid,FERXXO (VOL 1: M.O.R),PERREOXOXO,0.799,0.912,0.838,0.121,0.208,55,91.653
Anitta,Spotify Singles,Veneno - Recorded At Spotify Studios NYC,0.28,0.57,0.613,0.0576,0.87,56,185.975
Guru Randhawa,Street Dancer 3D,Lagdi Lahore Di,0.797,0.453,0.786,0.0414,0.233,55,215.368
Alfred Hui,無力感,無力感,0.737,0.407,0.421,0.0528,0.191,47,254.428
Moha La Squale,On roule,On roule,0.729,0.476,0.459,0.342,0.216,63,182.37
Tahribad-ı İsyan,Leyla,Leyla,0.672,0.247,0.773,0.0684,0.601,57,241.091
Pezet,Muzyka współczesna,Braincell (Interlude) (prod. Auer),0.862,0.6,0.563,0.0737,0.178,34,34.2
SAMMY & LESEN,Instrumental,Feelings,0.703,0.0385,0.485,0.0402,0.137,0,295.579
Floni,Floni 2,Kominn aftur,0.437,0.123,0.536,0.0759,0.0111,26,257.56
SIX60,Waiata / Anthems,Kia Mau Ki Tō Ūkaipō / Don't Forget Your Roots,0.58,0.645,0.64,0.0662,0.205,52,228.441
Snow Boyz,Dropp det,Dropp det,0.545,0.581,0.93,0.202,0.207,34,176.295
Nekfeu,Les étoiles vagabondes,Elle pleut,0.375,0.239,0.708,0.441,0.719,0,286.52
Fredo,Netflix & Chill,Netflix & Chill,0.619,0.631,0.859,0.121,0.137,67,221.818
Leslie Grace,Duro y Suave,Duro y Suave,0.721,0.618,0.769,0.153,0.111,67,207.72
Lapiz Conciente,Códigos,Lección 1,0.567,0.625,0.81,0.612,0.636,37,238.872
13 Block,BLO,Pas vu pas pris,0.525,0.34,0.815,0.104,0.391,37,218.56
Morad,Aguantando,Aguantando,0.614,0.7,0.79,0.0755,0.364,61,162.727
Timal,La 11,La 11,0.709,0.424,0.54,0.426,0.317,51,180.785
No.1,Dünya Gül Bana,Dünya Gül Bana,0.68,0.603,0.614,0.164,0.425,0,236.885
Larry 44,Nådig (feat. NODE),Nådig (feat. NODE),0.571,0.506,0.736,0.144,0.387,56,186.556
18 Karat,Boys in the Hood,Boys in the Hood,0.588,0.371,0.799,0.387,0.151,30,164.803
Carmon,Jailhouse (feat. Branco),Jailhouse (feat. Branco),0.807,0.658,0.683,0.353,0.0564,41,160.798
Nane,Milano Mood,Milano Mood,0.687,0.529,0.767,0.105,0.239,46,152.343
Brooze,Money Maan,Money Maan,0.797,0.633,0.665,0.225,0.0804,17,173.14
Jay Chou,11月的蕭邦,一路向北,0.617,0.3,0.456,0.0273,0.0133,57,294.24
Rhymastic,Nụ Cười,Nụ Cười,0.793,0.591,0.633,0.0395,0.0921,47,237.714
marp$,Tibulinnu [Siimi Remix],Tibulinnu [Siimi Remix],0.804,0.578,0.749,0.297,0.0628,44,220.723
Reket,Aegluubis,Aegluubis,0.411,0.354,0.687,0.292,0.238,26,207.429
Kabát,Do Pekla / Do Nebe,Brousíme Nože,0.968,0.486,0.436,0.0575,0.0237,49,205.253
Pricetagg,Barcode,Kontrabida,0.791,0.377,0.737,0.242,0.245,55,309.786
Imagine Dragons,Evolve,Next To Me,0.672,0.384,0.301,0.0623,0.28,71,230.289
Radikal Chef,FREERIDE 3,Basic 3,0.725,0.363,0.736,0.232,0.0299,29,197
Guè Pequeno,Sinatra,Borsello (feat. Sfera Ebbasta & DrefGold),0.584,0.625,0.77,0.226,0.36,53,202.827
Paola Turci,L'ultimo ostacolo,L'ultimo ostacolo,0.654,0.286,0.554,0.0294,0.00786,33,206.766
Chivv,"2 Borden, 1 Tafel",MOE,0.642,0.964,0.61,0.344,0.546,41,126.497
Sensey,BRATAN,Policie zná moje jméno,0.803,0.342,0.7,0.253,0.408,38,176.875
MC G15,Ela Vem,Ela Vem,0.634,0.586,0.616,0.546,0.619,71,196.8
Hikaru Utada,Fantome,花束を君に,0.539,0.358,0.521,0.029,0.538,57,278.24
Boy Peacemaker,ไม่ไหวบอกไหว,ไม่ไหวบอกไหว,0.501,0.311,0.521,0.0345,0.388,49,246.869
Azet,Lelele,Lelele,0.689,0.493,0.821,0.229,0.0543,54,190.341
BLACKPINK,KILL THIS LOVE,Hope Not,0.422,0.182,0.561,0.0267,0.444,40,191.03
Lauv,"fuck, i'm lonely","fuck, i'm lonely",0.558,0.678,0.806,0.0683,0.482,46,198.973
Robbie Doherty,Pour the Milk,Pour the Milk,0.681,0.878,0.928,0.0728,0.026,73,172.285
Roxy Rosa,Vreemd,Vreemd,0.556,0.332,0.584,0.0609,0.126,4,167.526
Ellen Benediktson,Surface,Surface,0.553,0.412,0.636,0.0391,0.207,47,180.533
Nik Tendo,FATAMORGANA,Na Chvíli,0.593,0.268,0.667,0.0902,0.0446,52,170.667
ba.,H8,Outro,0.138,0.0425,0.257,0.0341,0.873,21,282.228
Sakis Rouvas,Amartolos,Amartolos,0.854,0.389,0.664,0.0574,0.0798,36,180.719
Népal,Adios Bahamas,En face,0.552,0.18,0.517,0.378,0.759,58,213.694
INNA,Iguana,Iguana,0.566,0.588,0.732,0.161,0.391,46,161.907
okeiokei,Helistab,Helistab,0.658,0.748,0.708,0.0425,0.262,31,165.417
Kollegah,Alphagene II,YAYO,0.711,0.68,0.734,0.0512,0.241,57,230.4
Children Of Bodom,Hexed (Deluxe Version),Glass Houses,0.944,0.247,0.395,0.0638,3.71e-6,0,207.52
Mandrage,Po půlnoci,Motýli,0.885,0.296,0.68,0.0437,0.0139,45,210
CA$HANOVA BULHAR,rap disco revoluce,Poslední cigáro,0.412,0.152,0.747,0.136,0.419,45,230.977
Christina Aguilera,My Kind Of Christmas,This Christmas,0.744,0.701,0.575,0.0603,0.0687,35,241.507
TOMORROW X TOGETHER,The Dream Chapter: STAR,CROWN,0.8,0.58,0.622,0.0425,0.0505,70,230.707
Boef,93,Sofiane,0.643,0.429,0.772,0.422,0.0696,14,220.326
Beebilõust,Andrus Elbing,Andrus Elbing (Intro),0.521,0.345,0.768,0.355,0.588,22,242.26
Akim,Ácido,Ácido,0.831,0.785,0.774,0.17,0.544,31,210.547
Offset,FATHER OF 4,How Did I Get Here (feat. J. Cole),0.544,0.114,0.883,0.233,0.507,61,276.794
Rex Stax,Her Vice,Her Vice,0.541,0.487,0.712,0.24,0.113,34,232.667
kizaru,SAY NO MO,Say No Mo,0.552,0.383,0.857,0.346,0.018,39,118.634
12os Pithikos,Sin City,Vrikolakes,0.869,0.493,0.744,0.308,0.108,30,220.488
Carakukly,מי מחפש אותי,מי מחפש אותי,0.832,0.484,0.693,0.198,0.0549,27,177.604
Architrackz,Dashawn,Chemistry (feat. Mula B),0.521,0.857,0.809,0.232,0.15,52,167.184
Kenny Man,Ni Gucci Ni Prada,Ni Gucci Ni Prada,0.676,0.91,0.799,0.169,0.41,70,175.2
Zoee8,Dying Inside,Dying Inside,0.446,0.638,0.768,0.313,0.007,55,139.413
TIX,Brosjan Jesus,Brosjan Jesus,0.777,0.815,0.65,0.0351,0.138,48,171.925
Post Malone,beerbongs & bentleys,Candy Paint,0.667,0.381,0.664,0.154,0.64,79,227.533
Anitta,Kisses,Get To Know Me,0.84,0.799,0.634,0.042,0.251,49,162.139
Shota Shimizu,Sorry,Sorry,0.405,0.17,0.764,0.0382,0.533,28,241.067
Niska,Mr Sal,Mendoza,0.55,0.499,0.829,0.281,0.262,52,198.613
Simon Smith,Loops,Unofficialworld,0.966,0.322,0.397,0.0958,0.00286,0,32.012
Alfredo Olivas,Privilegio,El Malo De Culiacán,0.475,0.802,0.723,0.0358,0.743,67,215.64
Moonkey,Lambo,Lambo,0.471,0.308,0.887,0.107,0.526,69,197.569
Farid Bang,CHING CHING CHING,CHING CHING CHING,0.503,0.149,0.783,0.313,0.0201,58,167.693
Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),0.609,0.928,0.856,0.0824,0.00801,81,269.667
Omer Adam,5 בום!,שיר הרווק,0.784,0.868,0.672,0.0811,0.334,29,169.015
Flash Voyage,Paprasta,Paprasta,0.662,0.69,0.685,0.0249,0.286,35,231.645
Konex,CORRETTO,KTOJETAKFRESH,0.666,0.551,0.824,0.281,0.166,28,156
Karlo,999,"Dealer, ktorý rapoval",0.751,0.443,0.566,0.0447,0.15,35,159
Rossa,Yang Terpilih,Tegar,0.371,0.153,0.638,0.0299,0.921,64,221.947
Jimmy P,Até Voltares,Até Voltares,0.678,0.211,0.437,0.123,0.679,38,223.229
Āris un Saulceris Ziemeļi,Latvijas ziema,Uzsniga sniedziņš balts,0.212,0.362,0.433,0.0391,0.878,7,261.707
mor ve ötesi,Gül Kendine,Daha Mutlu Olamam,0.701,0.563,0.493,0.0343,0.00884,68,220.333
Peer Tasi,רוקדת,רוקדת,0.609,0.665,0.788,0.0969,0.182,29,216
Benaia Barabi,קחי את הפחדים,קחי את הפחדים,0.609,0.64,0.527,0.132,0.405,49,194.08
La Fouine,Bénédictions,#7.8,0.729,0.639,0.527,0.782,0.527,37,160.027
YonnyBoii,SALAHKU,SALAHKU,0.293,0.317,0.556,0.0338,0.845,57,236.17
The Kid LAROI,Fade Away,Fade Away,0.414,0.47,0.726,0.269,0.406,75,179.252
Eisvoleas,Liakos vs Eisvoleas,Anoigo ftera,0.522,0.741,0.798,0.0334,0.26,26,265.162
LON3R JOHNY,Drip,Drip,0.414,0.368,0.743,0.127,0.275,48,215.52
MC Du Black,50 Tons,50 Tons,0.627,0.536,0.567,0.304,0.309,70,186.513
Vidar Villa,Best Of (Vol. 1),Sjalu,0.892,0.706,0.678,0.049,0.468,32,203.08
Jamaika,Dedikeret,Dobbelt (feat. Dayzon),0.721,0.522,0.832,0.103,0.104,50,168.071
Ruusut,4321,4321,0.568,0.454,0.645,0.0646,0.195,40,199.75
C.R.O,Move,Move,0.43,0.26,0.863,0.124,0.0364,52,210.626
Chance the Rapper,The Big Day,I Got You (Always and Forever),0.856,0.574,0.751,0.267,0.137,53,281.182
Dark Polo Gang,DARK BOYS CLUB,AMIRI BOYS (feat. Capo Plaza),0.648,0.515,0.62,0.505,0.062,72,155.027
Henri PFR,Going On (feat. Soran),Going On (feat. Soran),0.71,0.546,0.74,0.0495,0.4,59,178.776
Ozuna,Aura,Unica,0.859,0.706,0.653,0.0449,0.212,69,218.387
V:RGO,ROLL ROLL,ROLL ROLL,0.737,0.746,0.864,0.225,0.00832,32,137.511
Nash,Kein Raus,Kein Raus,0.357,0.176,0.747,0.0845,0.744,41,140.5
Motive,Output Nr.1,Inanma,0.736,0.154,0.781,0.0651,0.307,50,270.002
Lilas ir Innomine,Tu - Naktis,Karina,0.66,0.326,0.581,0.0903,0.104,37,222.929
Atom Chanakan,หนึ่งคืน,หนึ่งคืน,0.46,0.275,0.49,0.0797,0.578,46,228.5
Calby,Burnout,Burnout,0.662,0.592,0.668,0.0262,0.42,62,197.171
The 1975,A Brief Inquiry Into Online Relationships,TOOTIMETOOTIMETOOTIME,0.824,0.518,0.667,0.0665,0.177,68,207.851
Carola,Carolas jul,"Jul, jul strålande jul",0.113,0.199,0.255,0.0337,0.931,18,160.333
Aron Can,Hingað þangað,Hingað þangað,0.69,0.829,0.709,0.218,0.163,40,186.933
George Henrique & Rodrigo,Bagunça Minha Vida (Ao Vivo Em Goiânia / 2019),Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019,0.494,0.713,0.871,0.0816,0.622,63,145.198
Sarsa,Zakryj (Deluxe),Zakryj,0.686,0.734,0.663,0.0357,0.321,52,231.627
JUNG,Falling Free,Falling Free,0.539,0.726,0.781,0.116,0.534,55,161
Luciano,Late Night,Late Night,0.523,0.437,0.922,0.108,0.137,78,200.88
Sivas,Contra,Lille hyggeligt postkort,0.457,0.489,0.801,0.143,0.442,34,134.223
Luigi,Luigi,Ekki Thing (ft. SVAVA),0.476,0.31,0.745,0.141,0.338,14,145.865
Lord Siva,Oh My God,Oh My God,0.685,0.436,0.644,0.0633,0.118,51,157.875
Hef,Tranen,Ik Probeer Het,0.617,0.545,0.884,0.27,0.0536,53,154.947
JJ Lin,對的時間點,對的時間點,0.493,0.238,0.394,0.0307,0.65,58,242.613
EXO,LOVE SHOT,Love Shot,0.678,0.335,0.689,0.119,0.0702,60,200.306
Carla,Bim Bam toi,Bim Bam toi,0.732,0.467,0.828,0.0581,0.167,62,175.671
Agsunta,Bagong Umaga,Bagong Umaga,0.533,0.466,0.595,0.0256,0.157,48,254.783
Rilès,WELCOME TO THE JUNGLE (Deluxe),MARIJUANA,0.246,0.431,0.803,0.0523,0.715,62,159.598
Snik,9,9,0.803,0.237,0.935,0.172,0.0399,0,220.332
Greekazo,Apoteket,Apoteket,0.547,0.779,0.93,0.159,0.346,54,143.529
Jul,La zone en personne,Poussette,0.732,0.896,0.936,0.142,0.123,51,180.965
CÉLINE,Wenn ich will,Wenn ich will,0.451,0.543,0.702,0.28,0.227,71,128.564
NCT 127,NCT #127 Neo Zone - The 2nd Album,White Night,0.568,0.214,0.56,0.0288,0.203,52,243.427
KSI,Dissimulation,How It Feel,0.617,0.528,0.706,0.138,0.229,43,157.825
Suzan & Freek,Weg Van Jou,Weg Van Jou,0.586,0.764,0.595,0.0799,0.458,71,146.471
Preslava,Da gori v lyubov,Da gori v lyubov,0.854,0.776,0.704,0.0552,0.00516,33,211.2
Bizzey,COCA,COCA,0.503,0.721,0.925,0.0852,0.559,44,134.423
Queen Wei,深愛著,深愛著,0.833,0.466,0.562,0.039,0.307,22,269.147
Anuel AA,Real Hasta la Muerte,Pensando en Ti,0.833,0.828,0.805,0.0629,0.37,62,179.882
Sandy Lam,0,纖維,0.233,0.196,0.294,0.0651,0.966,32,265.943
Boza,Sonrisas Tristes,Odiarte,0.704,0.587,0.633,0.0675,0.191,52,202.052
Josylvio,HAAT,HAAT,0.708,0.53,0.859,0.117,0.532,43,150.458
Lele Pons,Celoso,Celoso,0.703,0.667,0.746,0.107,0.352,68,179.693
Patron,"Pmc Legacy, Vol.2",Seni Sevmiyorum,0.402,0.337,0.846,0.0471,0.507,45,214.924
El Alfa,Dembo$$,Jalapeño,0.972,0.76,0.92,0.174,0.265,42,184.034
Sima,Podla Seba,Pre Teba,0.731,0.927,0.593,0.291,0.106,44,201.799
Halsey,Nightmare,Nightmare,0.622,0.538,0.611,0.0734,0.0188,74,231.999
Céline Dion,These Are Special Times,O Holy Night,0.295,0.0571,0.162,0.0376,0.717,35,320.76
Yo Yo Honey Singh,Urvashi,Urvashi,0.703,0.634,0.792,0.0368,0.195,54,215.483
Miky Woodz,Asi Eh,Asi Eh,0.553,0.66,0.732,0.288,0.0231,58,167.533
DABOYWAY,คืนนี้,คืนนี้,0.693,0.892,0.573,0.321,0.125,30,239.44
STEIN27,Maria (Acoustic),Maria - Acoustic,0.233,0.246,0.439,0.0301,0.845,49,193.98
Dé:Nash,Tarsolylemez,Keresztes Hadjárat 2019,0.722,0.464,0.823,0.388,0.0849,33,291.284
Once Tiros,Parvadomus,Maldición,0.532,0.618,0.505,0.0351,0.0713,45,184.773
Thodoris Ferris,Ta Amartola Sou Matia (2019 Version),Ta Amartola Sou Matia - 2019 Version,0.799,0.645,0.596,0.0313,0.0604,43,197.053
Ne-Yo,Year Of The Gentleman (Bonus Track Edition),Miss Independent,0.683,0.713,0.673,0.115,0.522,68,232
Kevin,Vrij,Boem (feat. Sticks),0.576,0.289,0.721,0.278,0.278,43,161.401
Pk,ImPKvel,Do jeito que tu gosta,0.534,0.655,0.639,0.365,0.815,64,143.246
Ina Wroldsen,Mary's Story,Mary's Story,0.301,0.165,0.5,0.0291,0.61,20,193.89
Eminem,Music To Be Murdered By,Marsh,0.493,0.0495,0.871,0.205,0.0134,70,200.573
No Party For Cao Dong,醜奴兒,山海,0.676,0.286,0.564,0.0647,0.0543,51,251.053
Murda,DOĞA,Doğa,0.524,0.343,0.556,0.0948,0.0624,42,183.667
Akeckee,Run,Electric Tesla,0.373,0.313,0.832,0.185,0.872,0,376.613
NINE BY NINE,ผู้โชคดี,ผู้โชคดี,0.761,0.553,0.621,0.0398,0.00649,45,197.187
Lars Winnerbäck,Eldtuppen,Eldtuppen,0.368,0.271,0.322,0.0328,0.207,51,272.68
Stepz,STEPZOLOGI,BeBe,0.686,0.669,0.689,0.419,0.227,43,183.073
Liam Gallagher,Why Me? Why Not. (Deluxe Edition),Once,0.646,0.271,0.39,0.0372,0.0904,62,213.677
KęKę,Bajka,Bajka,0.869,0.627,0.776,0.336,0.195,54,184.893
Versatile,Ketamine,Ketamine,0.697,0.44,0.778,0.226,0.0437,49,430.82
Josylvio,Hella Cash,Catch Up,0.896,0.744,0.836,0.0896,0.0635,54,175.663
White 2115,+48,+48,0.475,0.155,0.704,0.192,0.361,38,162.4
A Boogie Wit da Hoodie,Look Back at It (feat. CAPO PLAZA),Look Back at It (feat. CAPO PLAZA),0.552,0.551,0.786,0.0944,0.423,66,225.541
Manuel Turizo,Quiéreme Mientras Se Pueda,Quiéreme Mientras Se Pueda,0.782,0.81,0.793,0.0582,0.447,81,191.945
Kór Öldutúnsskóla,Jólagestir Björgvins: Vinsælustu lögin 1987-2014,Þú og ég,0.615,0.462,0.623,0.032,0.208,3,187.307
KESI,Tilbage (feat. Hennedub),Tilbage (feat. Hennedub),0.682,0.768,0.758,0.102,0.105,68,183.5
Joey Christ,Joey,"Joey Cypher (feat. Herra Hnetusmjör, Aron Can & Birnir)",0.801,0.416,0.892,0.316,0.0621,32,189.427
PDL,Sa Susunod Na Lang,Sa Susunod Na Lang,0.57,0.721,0.595,0.12,0.104,66,214.607
Monstar,Badadu,Badadu,0.836,0.526,0.803,0.0695,0.313,33,201.97
Slow J,You Are Forgiven,FAM,0.732,0.378,0.766,0.24,0.229,48,212.499
Darshan Raval,Saari Ki Saari 2.0,Saari Ki Saari 2.0,0.354,0.2,0.309,0.0256,0.83,63,248.222
Sarius,Sam,Sam,0.59,0.242,0.605,0.0395,0.0337,36,166.975
Jake La Furia,6 del mattino (feat. Brancar),6 del mattino (feat. Brancar),0.768,0.525,0.809,0.09,0.112,59,178.125
Vince Guaraldi Trio,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],O Tannenbaum,0.191,0.342,0.583,0.0404,0.908,42,309.387
Aimyon,真夏の夜の匂いがする,真夏の夜の匂いがする,0.86,0.729,0.474,0.0921,0.0566,59,233.307
Z.E,MER ÄN RAP,MORE THAN RAP,0.783,0.446,0.82,0.0773,0.298,0,198.75
Wiz Khalifa,The Saga of Wiz Khalifa,"Y U Mad (feat. Megan Thee Stallion, Ty Dolla $ign & Mustard)",0.468,0.171,0.898,0.067,0.049,72,211.319
Kontra K,Sie wollten Wasser doch kriegen Benzin,So lang (feat. Rico & Skepsis),0.717,0.407,0.555,0.381,0.294,51,254.353
Lous and The Yakuza,Dilemme,Dilemme,0.535,0.38,0.841,0.122,0.0956,62,185.914
Gemitaiz,Scatola Nera,Fuori E Dentro (feat. tha Supreme),0.582,0.538,0.919,0.119,0.111,64,170
Milky Chance,Don't Let Me Down,Don't Let Me Down,0.675,0.73,0.854,0.06,0.346,70,200.391
Ishay Ribo,סדר העבודה,סדר העבודה,0.343,0.194,0.562,0.0335,0.686,40,350.955
Kontra K,Erde & Knochen (Deluxe Edition),Oder nicht,0.803,0.65,0.615,0.281,0.0358,61,211.598
Paulo Londra,Homerun,Querido Amigo,0.505,0.599,0.916,0.302,0.555,67,228.32
Lauv,~how i'm feeling~ (the extras),Sims - Miquela Remix,0.389,0.587,0.639,0.232,0.68,41,157.371
Djaga Djaga,Amor,Amor,0.764,0.166,0.702,0.263,0.114,7,182.5
Hp Boyz,6 To The WORLD,Enemies,0.821,0.779,0.837,0.261,0.19,53,186.1
Carmon,TÅLMODIGHED,TID,0.698,0.216,0.659,0.314,0.0351,34,157.487
Rich Music LTD,The Academy,Porno,0.71,0.523,0.535,0.324,0.428,77,212.653
Sip€lga 14,Traplaif,Traplaif,0.529,0.162,0.69,0.155,0.0503,18,144.875
Fieya Julia,Perasaanku,Perasaanku,0.686,0.353,0.475,0.0272,0.2,45,238.869
5 Seconds of Summer,CALM,Wildflower,0.768,0.597,0.643,0.0455,0.174,75,220.536
Nil Moliner,MUU Sessions,Esperando - MUU Sessions,0.541,0.382,0.619,0.0362,0.522,55,180.984
5 Seconds of Summer,Youngblood (Deluxe),Lie To Me,0.478,0.692,0.633,0.0359,0.0115,71,150.467
Måneskin,Il ballo della vita,Torna a casa,0.638,0.45,0.425,0.0759,0.426,60,230.667
Madonna,A Very Special Christmas,Santa Baby,0.32,0.602,0.618,0.0476,0.586,23,154.907
James Bay,James Bay Spotify Session 2015,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,0.315,0.361,0.68,0.0391,0.913,68,236.787
RAYE,Love Me Again – Remix (with Jess Glynne),Love Me Again (with Jess Glynne),0.524,0.505,0.701,0.0558,0.225,62,189.387
Eleni Foureira,Gypsy Woman,El Ritmo Psicodélico,0.75,0.566,0.784,0.0956,0.369,45,165.605
Grupo Firme,La Estoy Pasando Mal,La Estoy Pasando Mal,0.594,0.592,0.512,0.0467,0.167,70,214.446
The Minds Of 99,Solkongen,Solkongen,0.427,0.257,0.374,0.0285,0.772,47,194.451
Karlo,999,Biznis,0.529,0.203,0.72,0.14,0.183,38,161.143
Bamboleo,De Cuba a Perú,Usted No Sabe,0.876,0.554,0.645,0.0367,0.141,53,295.544
Lady Zamar,King Zamar,Collide,0.525,0.458,0.696,0.0892,0.451,41,392.08
Diljit Dosanjh,Roar,Gulabi Pagg,0.874,0.686,0.638,0.115,0.195,48,170.882
Night Skinny,Mattoni,Prometto (feat. Rkomi & Luchè),0.781,0.326,0.757,0.101,0.0506,61,194.861
Baloosh,Soldat,Soldat,0.637,0.261,0.735,0.0913,0.0439,44,144.5
FOURTY,HEUTE NACHT,HEUTE NACHT,0.52,0.59,0.929,0.0865,0.261,60,176
Halsey,Manic,I HATE EVERYBODY,0.197,0.559,0.679,0.0331,0.137,65,171.016
Ant Wan,Blessed,Blessed,0.643,0.475,0.737,0.0824,0.271,45,162
JC 陳泳彤,Album 1,說散就散,0.629,0.371,0.488,0.129,0.551,61,230.571
Shiva,Routine EP,Diario di Noel,0.81,0.464,0.695,0.304,0.293,53,186.25
Steve Aoki,Maldad (with Maluma),Maldad (with Maluma),0.809,0.653,0.598,0.138,0.00179,68,168.159
La Factoria,Nuevas Metas,Perdóname,0.816,0.407,0.674,0.0316,0.243,66,242.467
เด็กเลี้ยงควาย,คืนนี้มีสักคนไหมที่ไม่เมา,คืนนี้มีสักคนไหมที่ไม่เมา,0.492,0.539,0.68,0.0834,0.68,15,264.658
Alba Reche,medusa,medusa,0.405,0.285,0.606,0.223,0.0378,38,163.358
Kenshi Yonezu,Lemon,Lemon,0.661,0.446,0.533,0.0268,0.366,65,256.107
J Balvin,Colores,Morado,0.68,0.78,0.885,0.0848,0.131,81,200.267
Light,Primo,Cinco de Mayo,0.698,0.515,0.825,0.212,0.128,40,317.075
Comethazine,Walk (Remix),Walk (Remix),0.586,0.798,0.813,0.379,0.0547,65,186.517
TIX,Bergen 2018,Bergen 2018,0.919,0.422,0.54,0.11,0.0013,52,182.323
Coez,È sempre bello,Mal di gola,0.362,0.425,0.816,0.053900000000000003,0.473,49,171.667
Galantis,Faith (with Dolly Parton) [feat. Mr. Probz],Faith (with Dolly Parton) [feat. Mr. Probz],0.795,0.723,0.547,0.0489,0.145,76,186.805
Sigala,We Got Love,We Got Love,0.812,0.657,0.722,0.0924,0.0205,74,213.041
Zola,Cicatrices,Fuckboi,0.768,0.728,0.858,0.134,0.212,59,154.627
Backstreet Boys,Black & Blue,Shape of My Heart,0.786,0.518,0.575,0.0296,0.252,73,230.093
Ant Wan,GHETTOSTAR,Thug,0.464,0.346,0.863,0.105,0.0724,41,175.714
Franco126,Stanza Singola,Nuvole Di Drago,0.657,0.642,0.737,0.0877,0.175,53,257.739
Mithoon,Half Girlfriend,Phir Bhi Tumko Chaahunga,0.525,0.257,0.527,0.0337,0.876,61,351.588
Hava,Heartbreaker,Heartbreaker,0.635,0.307,0.775,0.0542,0.0127,50,162.32
Tima Belorusskih,Мокрые кроссы,Мокрые кроссы,0.709,0.539,0.671,0.84,0.763,54,197.083
Blaya,Faz Gostoso,Faz Gostoso,0.583,0.478,0.819,0.0659,0.262,46,187.443
Elisa,Diari Aperti,Tua Per Sempre,0.794,0.585,0.394,0.0716,0.272,58,207.347
David Bisbal,Si Tú La Quieres,Si Tú La Quieres,0.778,0.607,0.748,0.0685,0.147,77,224.761
Ed Sheeran,÷ (Deluxe),Nancy Mulligan,0.852,0.858,0.68,0.0349,0.117,67,179.787
SZA,Power is Power,Power is Power,0.644,0.172,0.507,0.0641,0.00413,1,211.267
Marshmello,Joytime III,Rescue Me,0.905,0.375,0.433,0.101,0.00803,65,237.203
Maustetytöt,Kaikki tiet vievät Peltolaan,Tein kai lottorivini väärin,0.737,0.824,0.606,0.0419,0.00415,45,213.76
KNYD,Shit I Do Like,Shit I Do Like,0.934,0.272,0.66,0.0914,0.0566,22,211.609
LIL GRIPPIE,Znamení,Znamení,0.409,0.496,0.539,0.287,0.786,40,139.572
Geolier,Emanuele,Senz E Me,0.529,0.262,0.621,0.346,0.28,63,145.04
Khontkar,JENGA,JENGA,0.574,0.303,0.947,0.132,0.00693,61,243.833
Henrique & Juliano,Ao Vivo no Ibirapuera,Amor Atual - Ao Vivo,0.506,0.612,0.701,0.0393,0.826,63,203.848
Dawid Podsiadło,Malomiasteczkowy,Najnowszy Klip,0.673,0.345,0.719,0.0343,0.0661,61,229.667
Harris & Ford,"Freitag, Samstag","Freitag, Samstag",0.961,0.353,0.638,0.121,0.0124,66,156.356
Bad Bunny,X 100PRE,Si Estuviésemos Juntos,0.594,0.158,0.672,0.0789,0.0626,79,169.248
NLE Choppa,Famous Hoes,Famous Hoes,0.627,0.332,0.732,0.161,0.346,72,135.46
Kyle Watson,Into The Morning,You Boy - Radio Edit,0.54,0.454,0.908,0.268,0.0119,38,198.416
Halott Pénz,Élnünk Kellett Volna,Élnünk Kellett Volna,0.935,0.572,0.653,0.0955,0.0203,44,220.328
Justin Bieber,Intentions,Intentions,0.553,0.86,0.811,0.0552,0.317,90,212.869
SB Maffija,Totalnie Nic Mixtape,Eldorado,0.662,0.576,0.791,0.172,0.435,51,251.347
A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),Reply (feat. Lil Uzi Vert),0.623,0.219,0.512,0.0808,0.0187,36,183.589
Pets Tseng,大風吹 (韓劇《我身後的陶斯》片尾曲),大風吹 (韓劇《我身後的陶斯》片尾曲),0.219,0.408,0.398,0.0481,0.546,36,267.915
Young Thug,So Much Fun,Boy Back (feat. NAV),0.573,0.387,0.777,0.191,0.0415,54,202.6
Koba LaD,FeFe,FeFe,0.6,0.315,0.891,0.257,0.215,53,180.293
Slow J,You Are Forgiven,Onde é que estás?,0.266,0.422,0.565,0.327,0.899,38,171.405
Spice Girls,Spice,2 Become 1,0.665,0.7,0.646,0.0268,0.326,67,241.027
La De Roberto,Hemisferios,Hemisferios,0.568,0.484,0.733,0.0326,0.0694,45,207.763
JoeyAK,HHHK,Enge Loesoe (feat. 3robi),0.715,0.696,0.781,0.274,0.0278,52,166.917
Don Omar,King Of Kings,Conteo,0.655,0.32,0.817,0.224,0.211,58,240.027
MG,Who U,Who U,0.628,0.535,0.831,0.0985,0.609,55,153.387
Nio Garcia,Mírame,Mírame,0.787,0.665,0.775,0.11,0.0613,64,317.44
Şam,Vehim,Kör Kurşun,0.625,0.324,0.844,0.293,0.14,52,104.007
Doris Schmeler,"Walking on the Huge Mountain, Vol. 02",Keep You in Me,0.302,0.167,0.43,0.0486,0.935,3,139.442
Slogan,Viomatiko,Viomatiko,0.768,0.261,0.86,0.0671,0.0639,33,220.699
