artist,album,track_name,energy,valence,danceability,speechiness,acousticness,popularity,duration
Kraantje Pappie,Getaway,Getaway,0.741,0.604,0.772,0.0606,0.238,49,196.146
Burry Soprano,Lambo Italiano,Cikmayin Önüme,0.566,0.249,0.861,0.225,0.0203,53,155.693
Vald,Ce monde est cruel,Pensionman,0.753,0.565,0.722,0.285,0.249,50,211.147
Nevena Bozovic,Kruna,Kruna,0.476,0.162,0.2,0.0305,0.21,37,187.125
Clayton & Romário,Clayton & Romário no Churrasco (Ao Vivo),Pingaiada - Ao Vivo,0.885,0.826,0.565,0.0618,0.446,40,164.928
Ringnes-Ronny,Det är jul igen,Det är jul igen,0.576,0.697,0.704,0.0361,0.402,44,154.613
RADWIMPS,RADWIMPS 3 ~無人島に持っていき忘れた一枚~,セプテンバーさん,0.805,0.871,0.703,0.0294,0.598,53,307.173
Samylon92,Otra,Otra,0.578,0.481,0.792,0.117,0.0985,2,243.692
J Hus,Big Conspiracy,Big Conspiracy (feat. iceè tgm),0.583,0.496,0.752,0.372,0.301,62,218.68
KILLY,Swag Flu,Swag Flu,0.676,0.345,0.736,0.146,0.129,46,181.862
DIVINE,Kohinoor,Wallah,0.69,0.715,0.663,0.266,0.42,50,210
Spike,Salcamii,Salcamii,0.621,0.625,0.704,0.0789,0.27,0,218.415
Paulie Garand,Mezi prsty,Glitch (feat. Majk Spirit & Dano Kapitán),0.751,0.65,0.816,0.132,0.488,45,277.241
Sneazzy,NOUVO MODE,SCHÉMA,0.457,0.124,0.438,0.434,0.92,53,215.013
M Can,Engar Derhúfur,Engar Derhúfur,0.478,0.898,0.94,0.345,0.0303,30,150.888
Cepeda,Mi Reino,Mi Reino,0.885,0.218,0.549,0.0502,0.131,46,181.705
Aga B,MUAF,3500 (feat. Ezhel),0.509,0.717,0.923,0.238,0.669,52,253.721
La Fouine,Bénédictions,Colorés,0.655,0.263,0.697,0.0779,0.281,42,141.88
Menor Menor,Trinity La Marca,Falsas Promesas - Remix,0.643,0.581,0.79,0.156,0.174,23,244.307
Lele Blade,Vice City,Un Attimo (feat. Luchè),0.71,0.352,0.583,0.0512,0.159,55,174.684
Elefánt,EL,Ikarosz,0.535,0.58,0.818,0.0406,0.0374,31,194.281
Majk Spirit,Nie Som Tu Náhodou,Impresie,0.78,0.241,0.507,0.439,0.0289,41,231.34
Anne-Marie,Perfect to Me,Perfect to Me,0.546,0.402,0.604,0.151,0.0889,72,197.853
Dennis Lloyd,Leftovers,Leftovers,0.304,0.305,0.724,0.23,0.676,65,192.628
Yung Felix,Loco,Loco,0.622,0.438,0.903,0.0905,0.0409,59,163.958
R-chord,像水一樣,你是真的離開我,0.537,0.581,0.559,0.0338,0.216,51,234.948
LEX,Oxi Simera,Oxi Simera,0.586,0.176,0.747,0.0591,0.261,51,194.4
Ozuna,Nibiru,Hasta Que Salga el Sol,0.816,0.598,0.826,0.0683,0.0201,73,188.48
Şam,Zamansız,Zamansız,0.602,0.331,0.568,0.127,0.569,37,146.805
Slow J,You Are Forgiven,Silêncio,0.397,0.375,0.561,0.474,0.635,44,270.098
Kabza De Small,The Return Of The Scorpion Kings,Sandton,0.634,0.593,0.881,0.147,0.151,45,412.058
Nicole Favre,Candela,Candela,0.603,0.693,0.681,0.16,0.251,41,158.318
Vayu,Baatein Karo,Baatein Karo,0.551,0.768,0.76,0.0273,0.85,55,195.309
Veronica Maggio,Fiender är tråkigt,Där hjärtat satt förut,0.477,0.454,0.727,0.0424,0.0881,51,177.227
Solange,When I Get Home,Dreams,0.368,0.211,0.661,0.0727,0.827,58,148.253
Juan Luis Guerra 4.40,Literal,Corazón Enamorado,0.489,0.879,0.877,0.0363,0.735,41,189.093
Harold 69,Nochoice,Three People,0.635,0.733,0.814,0.23,0.367,0,193.776
Yung Nigo Drippin',"Ungur Ríkur Flýgur, Vol.1",Ungur Ríkur Flýgur,0.49,0.707,0.758,0.247,0.0904,23,172.119
SZK,Lundinn Í Dalnum,Lundinn Í Dalnum,0.676,0.593,0.521,0.291,0.151,34,181.044
Simon Smith,Loops,Blagaslavlaju vas,7.78e-4,0,0.779,0.421,0.994,0,36.038
Thiago Brava,Dona Maria,Dona Maria,0.447,0.924,0.746,0.118,0.846,60,187.999
Nimo,Zoey,Zoey,0.718,0.481,0.836,0.153,0.412,53,231.699
Norm Ender,İçinde Patlar,Sözler Şerefsiz Oldu,0.671,0.45,0.692,0.0612,0.515,61,203.908
The 1975,Notes On A Conditional Form,Guys,0.589,0.423,0.381,0.0297,0.00277,65,269.929
Hins Cheung,Senses Inherited,天才兒童1985,0.492,0.479,0.386,0.0331,0.573,38,221.173
Evelina,Miks,Miks,0.543,0.45,0.51,0.112,0.261,38,183
Galin,"Kak si, kazhi","Kak si, kazhi",0.894,0.622,0.706,0.175,0.106,33,224.842
KAZKA,CRY (English Version),CRY - English Version,0.768,0.634,0.786,0.04,0.186,26,224.395
Jonas Brothers,Happiness Begins,Only Human,0.496,0.874,0.795,0.0722,0.108,82,183
Los de Ramon,Mi Chile Lindo,El Curanto,0.342,0.539,0.707,0.0849,0.767,30,151.44
Tien Tien,CHILL with me,Qua Ngay Mai,0.229,0.335,0.55,0.0359,0.887,23,157
Emir Can İğrek,Sapa,Sapa,0.721,0.264,0.621,0.0255,0.169,63,209.075
A Boogie Wit da Hoodie,Artist 2.0,Stain (feat. DaBaby),0.754,0.604,0.816,0.389,0.0117,64,175.128
Carmon,Modvind,Modvind,0.635,0.574,0.743,0.358,0.395,58,170.145
December Avenue,December Avenue,Eroplanong Papel,0.647,0.15,0.471,0.0347,0.00753,55,303.88
Bic Runga,Waiata / Anthems,Haere Mai Rā / Sway,0.511,0.375,0.301,0.0344,0.13,32,284.009
Official HIGE DANdism,ラブとピースは君の中,SWEET TWEET,0.924,0.762,0.597,0.0512,0.0121,57,295.373
Pil C,2086,Modriny,0.492,0.054,0.527,0.0401,0.134,34,120.233
Tim Christensen,Happy Xmas (War Is Over),Happy Xmas (War Is Over),0.178,0.355,0.387,0.0323,0.843,8,155.427
Capital Bra,Berlin lebt 2,Tilidin,0.673,0.721,0.631,0.384,0.407,65,172.036
Santaferia,En el Ojo del Huracán,Haciendo Nada,0.804,0.961,0.738,0.0456,0.288,56,267.147
Boro Purvi,Вивалди,Вивалди,0.788,0.617,0.786,0.19,0.0336,46,146.043
Sarah Geronimo,"Maybe This Time (From ""Maybe This Time"")","Maybe This Time - From ""Maybe This Time""",0.273,0.176,0.389,0.0362,0.705,61,255.608
Joker Xue,紙船(電視劇《天醒之路》片尾曲),紙船(電視劇《天醒之路》片尾曲),0.452,0.121,0.58,0.0468,0.0903,48,247.844
Sfera Ebbasta,Rockstar,Cupido (feat. Quavo),0.695,0.458,0.803,0.0413,0.0622,60,210.107
PlanBe,MODA,Klepsydra,0.663,0.419,0.628,0.0393,0.2,49,171.021
Josylvio,Gimma,Game Over,0.726,0.751,0.799,0.12,0.0484,0,181.648
Xavier Naidoo,Welt (feat. Kontra K),Welt (feat. Kontra K),0.58,0.37,0.712,0.0852,0.374,43,287.443
Irina Rimes,Cosmos,Cel Mai Bun DJ,0.756,0.417,0.758,0.0582,0.13,34,193.889
MERO,YA HERO YA MERO,Hobby Hobby,0.742,0.851,0.743,0.181,0.398,54,153.56
Armaan Malik,Ala Vaikunthapurramuloo,Buttabomma - Telugu,0.644,0.89,0.666,0.145,0.753,64,198.783
Shindy,Drama,Shoot,0.496,0.208,0.812,0.0784,0.0384,50,180.553
Alan 1,Red,Let's Smile,0.506,0.594,0.694,0.041,0.71,0,234.815
Broederliefde,Broeders,Voicemail,0.511,0.562,0.73,0.194,0.462,1,174.961
Vegas Jones,La Bella Musica,DM,0.539,0.0343,0.498,0.0567,0.609,45,94.677
サザンオールスターズ,10ナンバーズ・からっと,いとしのエリー,0.463,0.379,0.437,0.0338,0.239,44,264.887
Jaden,ERYS (Deluxe),I,0.862,0.613,0.608,0.273,0.307,55,130.347
KILLY,Triple Helix,Triple Helix,0.448,0.233,0.922,0.309,0.231,54,142.053
Jul,Rien 100 Rien,Fatigué,0.715,0.792,0.912,0.205,0.113,0,231.013
Mouhous,I Hate Mouhous,Likaset Vansit,0.537,0.516,0.594,0.0468,0.194,44,207.975
Pavel Callta,Soucast,Pisnicka (feat. Pokac),0.607,0.903,0.677,0.0785,0.0622,53,183.396
El Alfa,Dembo$$,King Kong,0.611,0.355,0.909,0.27,0.254,45,192.857
Raftaar,Main Wahi Hoon,Main Wahi Hoon,0.933,0.858,0.804,0.248,0.224,42,170.376
Marc Anthony,OPUS,Parecen Viernes,0.863,0.967,0.658,0.0352,0.287,70,268.44
Wac Toja,Ostry Sos,Fala - Piri Piri,0.748,0.348,0.719,0.139,0.228,57,231.864
Shad,Sauce Piquante,Shut Up,0.898,0.216,0.69,0.101,0.0115,27,180.8
Krept & Konan,Revenge Is Sweet,I Spy,0.743,0.736,0.911,0.233,0.0952,46,272.234
Hooss,600 Francs,600 Francs,0.495,0.331,0.775,0.206,0.275,32,195.241
Niall Horan,Heartbreak Weather,Nice To Meet Ya,0.841,0.392,0.591,0.0304,0.0119,70,158.805
Hov1,Dö ung,Dö ung,0.723,0.713,0.794,0.15,0.0772,0,217.728
El Papi,Hitman 2018,Hitman 2018,0.824,0.327,0.842,0.203,0.00362,0,172.199
EXID,WE,Me & You,0.911,0.779,0.709,0.0593,0.0572,58,203.507
Famous Dex,Dex Meets Dexter,PICK IT UP (feat. A$AP Rocky),0.467,0.287,0.921,0.119,0.0149,68,191.252
David Carreira,7,Cuido de Você,0.468,0.384,0.443,0.0282,0.663,40,180.747
pins.ku,GT (feat. Bizi),GT (feat. Bizi),0.61,0.323,0.667,0.0282,0.348,26,202.24
SHIRIN DAVID,Orbit,Orbit,0.549,0.437,0.859,0.291,0.471,46,197.475
Renne Dang,THÁI,Ramena,0.482,0.343,0.758,0.106,0.556,35,180.635
Joker Bra,AMEX BLACK,AMEX BLACK,0.521,0.422,0.789,0.41,0.294,60,174.836
Light,Ποιός Είμαι,Ποιός Είμαι,0.726,0.601,0.719,0.136,0.221,45,283.826
Mlodyskiny,Dvd,Dvd,0.49,0.665,0.821,0.202,0.145,53,147.822
WC no Beat,Sem Limites,Sem Limites,0.599,0.665,0.721,0.299,0.416,68,171.371
Leiva,Nuclear,A Ti Te Ocurre Algo,0.749,0.474,0.576,0.0291,1.64e-5,48,233.334
Juice WRLD,Spider-Man: Into the Spider-Verse (Deluxe Edition / Soundtrack From & Inspired By The Motion Picture),Hide (feat. Seezyn),0.639,0.152,0.715,0.0762,0.0635,49,205.8
MC Lya,Virgem,Virgem,0.619,0.765,0.794,0.124,0.799,56,194.823
Helgi Björnsson,Jólagestir Björgvins 3,Ef ég nenni,0.553,0.555,0.455,0.0267,0.0963,8,277.571
Bonez MC,Shotz Fired,Shotz Fired,0.594,0.58,0.839,0.139,0.249,75,179.844
Renne Dang,THÁI,Další cíl,0.549,0.32,0.755,0.261,0.555,32,220.42
Nguyen Ha,Trời Sáng Rồi (Trời Sáng Rồi Ta Ngủ Đi Thôi OST),Trời Sáng Rồi - Trời Sáng Rồi Ta Ngủ Đi Thôi OST,0.0996,0.341,0.607,0.0356,0.944,31,252.923
Lil Tecca,We Love You Tecca,Ransom (with Juice WRLD) - Remix,0.665,0.385,0.493,0.366,0.0107,3,171.227
Conkarah,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,0.854,0.896,0.824,0.177,0.016,79,210.329
Jon Z,Si Me Gano Un Grammy,Si Me Gano Un Grammy,0.63,0.459,0.812,0.263,0.048,68,146.409
Yung Nigo Drippin',Plús Hús 2,Kem Eftir Fimm,0.618,0.715,0.767,0.0775,0.713,16,148.645
Nublu,Mina Ka,Mina Ka,0.631,0.364,0.897,0.0779,0.00266,42,198.14
Karl-Erik Taukar,Vääramatu jõud,Segased lood,0.635,0.425,0.628,0.0247,0.234,34,247.533
Ernia,68 (Till The End),Phi,0.523,0.0662,0.896,0.256,0.0328,58,174
Marília Mendonça,Sem Sal (Ao Vivo),Sem Sal - Ao Vivo,0.844,0.823,0.559,0.124,0.112,1,162.751
jautì,Too Fat To Run,Visai Ne Tai,0.668,0.213,0.539,0.0367,0.132,29,189.64
The Carters,EVERYTHING IS LOVE,APESHIT,0.784,0.377,0.705,0.271,0.0133,65,264.853
PSL,Issues,Issues,0.47,0.125,0.662,0.368,0.269,1,162.116
Post Malone,beerbongs & bentleys,rockstar (feat. 21 Savage),0.52,0.129,0.585,0.0712,0.124,87,218.147
J Hus,Big Conspiracy,No Denying,0.645,0.548,0.523,0.264,0.14,21,228.627
Dynoro,In My Mind,In My Mind,0.77,0.163,0.694,0.149,0.176,83,184.56
Wet Bed Gang,Mais Caro,Mais Caro,0.664,0.35,0.822,0.225,0.366,46,247.68
Bandokay,Patient,Patient,0.72,0.843,0.839,0.293,0.548,64,227.386
SAINt JHN,Collection One,Roses,0.5,0.281,0.782,0.0611,0.342,75,173.611
eetu,eetu,10/10,0.624,0.595,0.783,0.326,0.0793,30,155.031
Omer Adam,עומר,כתבתי עלייך שיר,0.665,0.618,0.818,0.0658,0.186,42,166.747
Koki,Okay,Okay,0.635,0.465,0.8,0.115,0.611,39,186.432
Rasmus Seebach,Tak For Turen,Tak For Turen,0.584,0.286,0.699,0.0778,0.429,46,225.8
Natalie Taylor,Surrender,Surrender,0.448,0.077,0.39,0.0276,0.8,85,183.103
KÖK$VL,Ötede Dur,Ötede Dur,0.51,0.56,0.816,0.0645,0.106,62,173
Skepta,Insomnia,High Road,0.462,0.165,0.679,0.359,0.365,54,231.66
Nayt,Brutti sogni,Brutti sogni,0.815,0.454,0.655,0.245,0.139,0,177.133
Dev Negi,"Zilla Hilela (From ""Jabariya Jodi"")",Zilla Hilela,0.957,0.633,0.709,0.178,0.0453,30,238.732
Nayt,Gli occhi della tigre,Gli occhi della tigre,0.803,0.537,0.732,0.29,0.657,50,166.222
Azet,Super Plus,Zieh,0.797,0.696,0.757,0.15,0.0883,44,152.941
Sam Feldt,2 Hearts (feat. Gia Koka),2 Hearts (feat. Gia Koka),0.754,0.597,0.503,0.0424,0.264,73,186.75
Luciano,Ya Salame,Ya Salame,0.817,0.408,0.714,0.435,0.275,54,170.2
Heuss L'enfoiré,En esprit,Hakan Sukur,0.775,0.502,0.696,0.378,0.343,46,157.627
Branco,BABA BUSINESS,RISIKO,0.544,0.678,0.673,0.383,0.226,45,177.318
Harold 69,Separation,Far Away,0.676,0.352,0.748,0.13,0.312,0,216.451
BTS,MAP OF THE SOUL : PERSONA,Jamais Vu,0.47,0.241,0.608,0.0428,0.226,69,227.275
Hkeem,KDVPM,KDVPM,0.445,0.174,0.675,0.0468,0.153,39,180.71
Logos Timis,Nixta,Kato Apo Tin Akropoli,0.69,0.605,0.755,0.16,0.259,42,209.512
Freddy Kalas,Hey Ho,Hey Ho,0.599,0.6,0.724,0.0546,0.205,48,174.947
Justin Quiles,PAM,PAM,0.863,0.776,0.889,0.0757,0.289,85,201
Emilio,Roter Sand,Roter Sand,0.714,0.383,0.684,0.143,0.184,67,144.69
Bagossy Brothers Company,Veled Utazom,Maradj Így,0.434,0.214,0.462,0.0391,0.507,43,268.5
Snelle,Vierentwintig,Hoofd Omhoog,0.582,0.85,0.836,0.083,0.425,56,210.353
El Fecho RD,Flow Pesao (Remix),Flow Pesao - Remix,0.838,0.649,0.679,0.236,0.441,0,275.391
Holden,Cadiamo insieme,Cadiamo insieme,0.602,0.489,0.513,0.421,0.42,63,162.245
Lil Xxel,LMK,LMK,0.457,0.448,0.749,0.0464,0.0298,73,188.293
K-Trap,No Magic,Big Mood,0.673,0.59,0.693,0.345,0.0514,42,155.296
Seksikäs-Suklaa,Mikä kesä,Mikä kesä,0.741,0.752,0.729,0.0457,0.0295,48,125.162
Killa Fonic,Haolo,Haolo,0.858,0.786,0.93,0.0808,0.333,50,171.693
ÁTOA,Sem Medos,Hoje,0.488,0.237,0.419,0.057,0.547,43,180.556
Rilès,Pesetas,Pesetas,0.659,0.536,0.772,0.335,0.0785,68,193.562
Feid,FERXXO (VOL 1: M.O.R),RELXJXTE,0.576,0.624,0.859,0.0708,0.0941,71,185.813
J Soul Brothers III from EXILE TRIBE,THE JSB WORLD,R.Y.U.S.E.I.,0.938,0.541,0.585,0.0559,0.0103,5,325.68
El Zeta,5-12 (Remix),5-12 (Remix),0.705,0.694,0.59,0.167,0.104,43,280.869
Idan Raichel,The Idan Raichel Project,Mi'Ma'amakim (Out Of The Depths),0.798,0.42,0.418,0.0442,0.6,44,351.133
DMS,Prepáčte,Tento Klub,0.837,0.668,0.754,0.245,0.302,32,213.67
Lefa,FAME,Nouveau maillot,0.663,0.64,0.702,0.0443,0.426,41,119.427
Paloma Mami,No Te Enamores,No Te Enamores,0.735,0.353,0.806,0.0425,0.587,68,183.398
Mike Bahía,Serenata,Serenata,0.824,0.495,0.757,0.134,0.0859,58,206.968
Yung Hurn,In Memory of Yung Hurn - Classic Compilation,Bianco - Prod. Lex Lugner,0.639,0.364,0.862,0.0738,0.126,54,234.171
Bushido,Mythos,Für Euch alle (feat. Samra & Capital Bra),0.588,0.368,0.716,0.509,0.0627,49,258.4
Juandisemo,Fuego,Fuego,0.595,0.372,0.773,0.441,0.12,29,144.065
Guardianes Del Amor,10 De Coleccion,Amor Se Escribe Con Llanto,0.747,0.845,0.677,0.042,0.74,58,190.56
Fumaratto,Me Provocas,Me Provocas,0.697,0.652,0.827,0.0564,0.0671,0,293.666
Emil Stabil,Bobler,Bobler,0.722,0.531,0.716,0.0374,0.0987,31,166.89
Melike Şahin,Tutuşmuş Beraber,Tutuşmuş Beraber,0.177,0.421,0.576,0.068,0.935,64,279.127
Ingrid Michaelson,Ingrid Michaelson's Songs For The Season,Rockin' Around The Christmas Tree,0.502,0.903,0.676,0.0318,0.722,15,177.467
JVG,Frisbee,Frisbee,0.74,0.507,0.585,0.078,0.0259,46,203.552
NCT DREAM,Reload,Ridin',0.903,0.513,0.549,0.045,0.178,74,201.773
Nayt,Piove,Piove,0.461,0.24,0.703,0.177,0.0754,61,203.143
LA$$A,Spijker,Spijker,0.753,0.662,0.874,0.199,0.0437,43,142.168
Dexys Midnight Runners,Too Rye Ay,Come On Eileen,0.658,0.781,0.45,0.0472,0.648,7,287.307
Evelina,SOS,Formula,0.854,0.688,0.751,0.155,0.0995,33,203.507
K27,Tsunami,Tsunami,0.534,0.861,0.696,0.0696,0.219,44,173.875
Adam Mišík,2.0,PROUD,0.744,0.203,0.555,0.0348,0.00975,48,160.667
Elodie,This Is Elodie,Andromeda,0.698,0.54,0.534,0.104,0.0208,65,202.4
Neo Pistea,Criminal,Criminal,0.606,0.792,0.91,0.219,0.402,58,220.148
Yxng Bane,SKRR (feat. OFB),SKRR (feat. OFB),0.669,0.396,0.856,0.286,0.0936,43,210.286
Pil C,2086,Bla bla,0.713,0.511,0.707,0.368,0.0732,44,196.139
Madden,Love You Right,Love You Right,0.752,0.305,0.618,0.0417,0.00806,57,215.265
Ian,Flexez,Flexez,0.663,0.486,0.711,0.0576,0.115,45,189.63
MORGENSHTERN,ЛЕГЕНДАРНАЯ ПЫЛЬ,РАТАТАТАТА,0.783,0.856,0.938,0.305,0.00959,58,118.261
AGA,Luna (2nd edition),小問題,0.724,0.783,0.678,0.0297,0.494,41,205.896
Didi Kempot,Emas Didi Kempot Sewu Kuto,Cidro,0.334,0.787,0.69,0.0317,0.61,61,317.176
Anni Lahe,Nukahdan,Nukahdan,0.591,0.327,0.704,0.0494,0.0138,36,190.01
JJ Lin,進階,進階,0.757,0.147,0.558,0.05,0.304,48,218.04
Faustix,Need You,Need You,0.705,0.595,0.639,0.049,0.045,62,182.161
LANY,Malibu Nights,Malibu Nights,0.422,0.191,0.559,0.195,0.701,76,286.928
Astrid S,The First One,The First One,0.541,0.183,0.538,0.16,0.39,59,188.65
BTS,Love Yourself 結 'Answer',I'm Fine,0.842,0.302,0.51,0.103,0.00852,70,240.339
Leon Machère,Portofino,Portofino,0.708,0.555,0.911,0.0888,0.0592,60,174.532
Romeo Santos,Golden,Bella y Sensual,0.713,0.749,0.635,0.0937,0.228,71,204.701
Los 4,Los Exitos (Deluxe Edition),Tu De Que Vas,0.936,0.891,0.755,0.0573,0.566,54,262.296
Joey Yung,這麼近那麼遠,這麼近那麼遠,0.521,0.179,0.595,0.0523,0.356,45,304.071
Sælan,Draumaland,Draumaland,0.655,0.542,0.741,0.2,0.356,37,182.273
Killa Fonic,III,Vis Lucid,0.74,0.463,0.709,0.158,0.643,38,192.07
Marco Mengoni,Atlantico,Muhammad Ali,0.83,0.47,0.672,0.0643,0.0577,57,187.387
Jão,ANTI-HERÓI,Enquanto Me Beija,0.586,0.486,0.66,0.0336,0.748,61,219.635
ZK,2000,Ligeglad,0.739,0.685,0.518,0.105,0.0579,36,195.237
John Gibbons,A Spaceman Came Travelling (feat. Nina Nesbitt),A Spaceman Came Travelling (feat. Nina Nesbitt),0.644,0.222,0.562,0.0282,0.0022,42,190
Four of Diamonds,Eastside + More,Cozy Little Christmas,0.626,0.353,0.615,0.0427,0.191,14,184.48
Alfa,Cin Cin,Cin Cin,0.634,0.371,0.701,0.0344,0.261,58,180.094
Ana Tijoux,1977,Shock,0.513,0.761,0.728,0.299,0.197,30,210.04
Alex Rose,Todos Ven,Todos Ven,0.593,0.514,0.827,0.114,0.794,61,193.88
Los Solteroski,Solteroski,Solteroski,0.585,0.689,0.959,0.297,0.281,12,200.046
ARON,Sigo,Sigo,0.596,0.291,0.722,0.156,0.129,63,211.236
Slender2003,Lonely Joy,A Person Goes,0.588,0.491,0.679,0.0851,0.837,0,118.335
Haring 68,Sunset,How Long,0.214,0.373,0.526,0.0313,0.895,0,145.058
Joey Yung,我的驕傲,心淡,0.487,0.375,0.66,0.0333,0.7,54,248.787
Anni Lahe,Mä en halua rakastaa sua enää,Mä en halua rakastaa sua enää,0.499,0.409,0.74,0.0601,0.0752,33,179.198
EdithFernandez,100 Grand,Gold Dust,0.00951,0.895,0.598,0.133,0.96,0,236.184
Fito y Fitipaldis,Lo mas lejos a tu lado,Soldadito marinero,0.431,0.324,0.718,0.0314,0.132,68,254.373
Gazapizm,HİZA,Yaşanırsa Diye,0.875,0.141,0.574,0.068,0.059,55,232.512
Nayt,Raptus 3,Ti am*,0.481,0.452,0.714,0.0818,0.659,42,102.133
Emrah,Na tvoe myasto,Na tvoe myasto,0.906,0.945,0.745,0.0869,0.256,33,201.55
Şehinşah,Dünya'dan Atlas'a,Dünya'dan Atlas'a,0.576,0.202,0.787,0.164,0.193,57,245.04
Zivert,Vinyl #1,Beverly Hills,0.833,0.695,0.707,0.0669,0.0171,55,219.652
Fabri Fibra,Il Tempo Vola 2002-2020,Come Mai (feat. Franco126),0.817,0.673,0.738,0.056,0.0187,59,206.92
Dong Hung,Lose,Ending,0.146,0.255,0.574,0.0361,0.818,0,182.073
ONEFOUR,Ladz in the Hood,Ladz in the Hood,0.607,0.637,0.706,0.314,0.0197,59,198.975
Secta,Класа,Леш 2,0.606,0.627,0.727,0.538,0.0169,29,236
Maroon 5,Red Pill Blues (Deluxe),What Lovers Do,0.597,0.419,0.799,0.0611,0.0788,60,199.849
Malik Vadheim,Nobody's Perfect,Best That I Can,0.445,0.088,0.418,0.0311,0.822,30,135.012
Lipta,LIPTAหมอกร้าย&คิดถึงเสมอ (2018 LIPTA),หมอกร้าย feat. Fongbeer and Kob the X factor,0.593,0.482,0.555,0.0674,0.718,52,285.002
Petri Nygård,Pannaan Suomi Kuntoon,Pannaan Suomi Kuntoon,0.669,0.877,0.817,0.0588,0.366,51,189.739
Breno & Caio Cesar,Deixa Eu Te Chamar de Meu Amor,Deixa Eu Te Chamar de Meu Amor,0.781,0.713,0.719,0.0535,0.1,52,157.308
Disturbed,Immortalized (Deluxe Edition),The Sound of Silence,0.28,0.175,0.322,0.0281,0.468,71,248.467
Miss Li,Until It All Ends,Until It All Ends,0.636,0.515,0.457,0.0486,0.0296,51,172.195
Sokół,Wojtek Sokół,Z Tobą,0.666,0.558,0.769,0.129,0.0528,51,253.533
Tyga,Bop,Bop,0.59,0.504,0.936,0.231,0.0506,56,179.004
Lil Kleine,Jongen Van De Straat,Af En Toe,0.539,0.158,0.9,0.161,0.154,53,161.093
Jay Chou,葉惠美,晴天,0.567,0.399,0.547,0.0242,0.276,61,269.747
Shreya Ghoshal,Ghar More Pardesiya (Kalank),Ghar More Pardesiya,0.982,0.697,0.703,0.118,0.394,0,319.636
Peck Palitchoke,LONELY NIGHT,LONELY NIGHT,0.654,0.469,0.489,0.113,0.333,31,241.059
Bodyslam,ครึ่งๆ กลางๆ,ครึ่งๆ กลางๆ,0.506,0.187,0.259,0.0433,0.485,33,281.612
Eric Chou,終於了解自由,至少我還記得 - 天堂的微笑插曲,0.368,0.337,0.269,0.0339,0.724,46,304.8
Fujii Kaze,HELP EVER HURT NEVER,優しさ,0.706,0.262,0.598,0.0491,0.11,55,240.08
Jain,Souldier,Oh Man,0.477,0.787,0.878,0.0448,0.183,58,204.133
Yoyo Sham,電視劇《夏至未至》原聲帶,追光者 (電視劇《夏至未至》插曲),0.333,0.275,0.538,0.0298,0.714,60,235.833
Jesu Brødre,LALALA (Sut Min Pik),LALALA (Sut Min Pik),0.777,0.421,0.678,0.0467,0.00257,50,183.75
Sơn Tùng M-TP,Hãy Trao Cho Anh,Hãy Trao Cho Anh,0.724,0.818,0.715,0.0425,0.0897,57,245.659
Malik Montana,Import / Export,Robie Yeah,0.56,0.396,0.673,0.345,0.033,57,173.627
Rahmania Astrini,Tak Bisa,Tak Bisa,0.6,0.66,0.608,0.052,0.425,57,254.25
Lil Nas X,7 EP,Old Town Road,0.53,0.507,0.907,0.127,0.0578,81,113
Future,Future Hndrxx Presents: The WIZRD,Stick to the Models,0.543,0.165,0.813,0.211,0.088,52,196.18
Citybois,BOIS FOREVER,Du Ka' Li',0.669,0.833,0.745,0.116,0.0869,53,200.013
Haring 68,LET's GO,I Like Chocopie,0.293,0.311,0.561,0.0277,0.916,0,205.793
Yung Kafa & Kücük Efendi,Für immer,Für immer,0.802,0.362,0.737,0.0362,0.00721,48,195.512
Pierrii,Overdosis,Overdosis,0.416,0.302,0.855,0.456,0.0802,3,136.195
Mitchell Tenpenny,Telling All My Secrets,Drunk Me,0.807,0.396,0.415,0.0535,0.215,0,211.76
Omer Adam,חברות שלך,חברות שלך,0.518,0.705,0.59,0.231,0.302,39,208.8
Lana Del Rey,Norman Fucking Rockwell!,hope is a dangerous thing for a woman like me to have - but I have it,0.102,0.259,0.461,0.0897,0.967,71,324.499
Maria Cecília & Rodolfo,Quase Amor,Quase Amor,0.786,0.8,0.795,0.0287,0.18,0,161.029
Jan Malmsjö,Leva livet,Leva livet,0.793,0.689,0.391,0.0447,0.352,28,184.547
Dhvani Bhanushali,"Bekhayali Acoustic - Dhvani Bhanushali Version (From ""T-Series Acoustics"")","Bekhayali Acoustic - Dhvani Bhanushali Version (From ""T-Series Acoustics"")",0.414,0.475,0.405,0.0375,0.624,45,241.176
Post Malone,Wow. (Remix),Wow. - Remix,0.64,0.486,0.797,0.194,0.148,70,170.053
Juha Tapio,Se Tekee Hyvää,Se Tekee Hyvää,0.78,0.791,0.666,0.0383,0.0739,35,223.56
Hasan,Hasan,Modrá záře,0.533,0.299,0.776,0.137,0.697,32,167.419
Hans Philip,Forevigt,Lyys,0.326,0.244,0.841,0.0352,0.579,38,301.277
Anuel AA,Real Hasta la Muerte,Quiere Beber,0.57,0.772,0.773,0.113,0.372,71,187.125
J Balvin,OASIS,LA CANCIÓN,0.646,0.429,0.754,0.317,0.152,85,242.573
Matisse,Imposible Amor,Imposible Amor,0.743,0.463,0.676,0.304,0.0907,75,188.086
